fiscal_year,ticker,company,sector,revenue,gross_profit,operating_income,net_income,rd_expense,interest_expense,total_assets,total_equity,long_term_debt,current_assets,current_liabilities,cash,operating_cashflow,capex,shares_outstanding,ebitda,ebitda_is_estimated,gross_margin,operating_margin,net_margin,ebitda_margin,rd_intensity,roe,roa,roic,debt_to_equity,debt_to_assets,current_ratio,interest_coverage,fcf,fcf_margin,cfo_to_net_income,capex_intensity,eps,fcf_per_share,macro_regime
2015,TSLA,Tesla,Automotive,3431587000.0,923503000.0,-716629000.0,-888663000.0,717900000.0,118851000.0,8067939000.0,1083704000.0,2021093000.0,2782006000.0,2811035000.0,1196908000.0,-524499000.0,1634850000.0,131425000.0,-716629000.0,True,0.269118340872605,-0.20883311424131168,-0.2589656039610827,-0.20883311424131168,0.20920349680774522,-0.8200237334179813,-0.11014746145205113,-0.230813479915112,1.864986195492496,0.2505092068742711,0.9896731986617029,-6.029642156986479,-2159349000.0,-0.6292566675418692,0.5902113624624857,0.47641222559707797,-6.7617500475556405,-16.430275822712574,Low Rate Bull Market
2016,TSLA,Tesla,Automotive,5589007000.0,1599257000.0,-667340000.0,-674914000.0,834408000.0,198810000.0,22664076000.0,4752911000.0,5892016000.0,6259796000.0,5827005000.0,3393000000.0,-123829000.0,1280802000.0,161561000.0,-667340000.0,True,0.28614331669292953,-0.11940224802008657,-0.12075740824801257,-0.11940224802008657,0.14929449900492162,-0.1420001342335255,-0.029779021214012873,-0.06269089492112065,1.2396647023266374,0.25997159557707095,1.0742733187975642,-3.3566721995875457,-1404631000.0,-0.2513203150398631,0.18347374628471183,0.22916450095696786,-4.177456193016879,-8.694121724921237,Low Rate Bull Market
2017,TSLA,Tesla,Automotive,8534752000.0,2223000000.0,-1632000000.0,-1962000000.0,1378000000.0,471000000.0,28655372000.0,4237242000.0,8828985000.0,6570520000.0,7674670000.0,3368000000.0,-61000000.0,3415000000.0,168797000.0,-1632000000.0,True,0.26046451027516676,-0.19121820997259206,-0.22988365684205,-0.19121820997259206,0.16145753268519109,-0.46303704154730835,-0.06846883718696795,-0.12490216188651858,2.083663146924344,0.3081092438792977,0.8561306219029613,-3.464968152866242,-3476000000.0,-0.40727604035829046,0.03109072375127421,0.40012879108848154,-11.623429326350587,-20.59278304709207,Low Rate Bull Market
2018,TSLA,Tesla,Automotive,21461268000.0,4042000000.0,-388000000.0,-976000000.0,1460000000.0,663000000.0,29740000000.0,4923000000.0,8411000000.0,8307000000.0,9993000000.0,3686000000.0,2098000000.0,2101000000.0,173000000.0,-388000000.0,True,0.18833929104282188,-0.018079080881893837,-0.045477275620433986,-0.018079080881893837,0.06802953115351805,-0.19825309770465163,-0.032817753866845996,-0.02909854507274636,1.7085110704854762,0.282817753866846,0.8312818973281297,-0.5852187028657617,-3000000.0,-0.0001397867078496946,-2.1495901639344264,0.09789729106406947,-5.641618497109826,-0.017341040462427744,Low Rate Bull Market
2019,TSLA,Tesla,Automotive,24578000000.0,4069000000.0,-69000000.0,-862000000.0,1343000000.0,685000000.0,34309000000.0,6618000000.0,10402000000.0,12103000000.0,10667000000.0,6268000000.0,2405000000.0,1327000000.0,905000000.0,-69000000.0,True,0.1655545609895028,-0.002807388721620962,-0.03507201562372854,-0.002807388721620962,0.05464236308894133,-0.13025083106678756,-0.025124602873881487,-0.004054054054054054,1.5717739498337866,0.3031857530094144,1.1346207931002157,-0.10072992700729927,1078000000.0,0.043860362926194156,-2.7900232018561484,0.053991374399869806,-0.9524861878453039,1.1911602209944752,Low Rate Bull Market
2020,TSLA,Tesla,Automotive,31536000000.0,6630000000.0,1994000000.0,721000000.0,1491000000.0,748000000.0,52148000000.0,22225000000.0,8462000000.0,26717000000.0,14248000000.0,19384000000.0,5943000000.0,3157000000.0,960000000.0,1994000000.0,True,0.2102359208523592,0.06322932521562659,0.022862760020294266,0.06322932521562659,0.047279299847793,0.03244094488188976,0.013826033596686355,0.06497865545670806,0.38074240719910013,0.16226892690036052,1.8751403705783267,2.665775401069519,2786000000.0,0.08834348046676814,8.242718446601941,0.1001078132927448,0.7510416666666667,2.902083333333333,COVID Shock
2021,TSLA,Tesla,Automotive,53823000000.0,13606000000.0,6523000000.0,5519000000.0,2593000000.0,371000000.0,62131000000.0,30189000000.0,4254000000.0,27100000000.0,19705000000.0,17576000000.0,11497000000.0,6482000000.0,3100000000.0,6523000000.0,True,0.25279155751258753,0.12119354179440016,0.10253980640246735,0.12119354179440016,0.04817643015067908,0.1828149325913412,0.08882844312822906,0.1893853613216038,0.14091225280731393,0.06846823646810771,1.3752854605430094,17.5822102425876,5015000000.0,0.09317577987105884,2.083167240442109,0.12043178566783717,1.7803225806451612,1.617741935483871,COVID Rebound
2022,TSLA,Tesla,Automotive,81462000000.0,20853000000.0,13656000000.0,12556000000.0,3075000000.0,191000000.0,82338000000.0,44704000000.0,1029000000.0,40917000000.0,26709000000.0,16253000000.0,14724000000.0,7158000000.0,3164000000.0,13656000000.0,True,0.25598438535759005,0.16763644398615304,0.15413321548697553,0.16763644398615304,0.03774766148633719,0.2808697208303508,0.1524933809419709,0.2986027594953316,0.0230180744452398,0.012497267361364132,1.53195552061103,50.0,7566000000.0,0.09287766074979745,1.172666454284804,0.08786919054282978,3.968394437420986,2.391276864728192,Inflation & Rate Hikes
2023,TSLA,Tesla,Automotive,96773000000.0,17660000000.0,8891000000.0,14997000000.0,3969000000.0,156000000.0,106618000000.0,62634000000.0,2682000000.0,49616000000.0,28748000000.0,16398000000.0,13256000000.0,8899000000.0,3185000000.0,8891000000.0,True,0.18248891736331416,0.0918747997891974,0.15497091130790613,0.0918747997891974,0.04101350583323861,0.23943864354823258,0.1406610516047947,0.13612284891910098,0.04282019350512501,0.025155227072351762,1.7258939752330598,50.0,4357000000.0,0.04502288861562626,0.8839101153564046,0.0919574674754322,4.708634222919938,1.3679748822605966,Inflation & Rate Hikes
2024,TSLA,Tesla,Automotive,97690000000.0,17450000000.0,7076000000.0,7091000000.0,4540000000.0,350000000.0,122070000000.0,72913000000.0,5535000000.0,58360000000.0,28821000000.0,16139000000.0,14923000000.0,11342000000.0,3216000000.0,7076000000.0,True,0.17862626676220697,0.07243320708363189,0.07258675401781145,0.07243320708363189,0.04647353874500972,0.09725289043106168,0.05808962070942902,0.0901998776259433,0.07591238873726222,0.04534283607766036,2.024912390270983,20.217142857142857,3581000000.0,0.03665677141979732,2.1044986602735865,0.11610195516429522,2.204912935323383,1.113495024875622,Normalization
2006,BAC,Bank of America,Banking,,,,,,,,135272000000.0,,,,36429000000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2007,BAC,Bank of America,Banking,66833000000.0,,20924000000.0,14982000000.0,,52863000000.0,,146803000000.0,,,,42531000000.0,11036000000.0,2143000000.0,4463213000.0,20924000000.0,True,,0.31307886822378167,0.22417069411817514,0.31307886822378167,,0.10205513511304265,,0.14253114718364066,,,,0.39581559881202355,8893000000.0,0.1330630077955501,0.736617274062208,0.03206499783041312,3.3567745926533195,1.9925107764294467,Pre-Crisis Buildup
2008,BAC,Bank of America,Banking,72782000000.0,,4428000000.0,4008000000.0,,40324000000.0,0.0,177052000000.0,268292000000.0,,,32857000000.0,4034000000.0,2098000000.0,5017435592.0,4428000000.0,True,,0.06083921848808772,0.05506856090791679,0.06083921848808772,,0.022637417255947406,2.0,0.009942875619745635,1.5153288299482637,inf,,0.10981053466917964,1936000000.0,0.026599983512406913,1.0064870259481038,0.02882580857904427,0.7988144394699387,0.3858544797439624,Financial Crisis
2009,BAC,Bank of America,Banking,119643000000.0,,4360000000.0,6276000000.0,,30807000000.0,2330671000000.0,231444000000.0,522877000000.0,,,121339000000.0,129731000000.0,2240000000.0,8650243926.0,4360000000.0,True,,0.036441747532241754,0.05245605676888744,0.036441747532241754,,0.027116710737802665,0.0026927867554021995,0.0057800326386246706,2.259194448765144,0.22434612178209623,,0.14152627649560165,127491000000.0,1.0655951455580353,10.0,0.018722365704637964,0.7255286733748922,14.738428313772848,Financial Crisis
2010,BAC,Bank of America,Banking,110220000000.0,,-1323000000.0,-2238000000.0,,23974000000.0,2264909000000.0,228248000000.0,448431000000.0,,,108427000000.0,82541000000.0,987000000.0,10085154806.0,-1323000000.0,True,,-0.01200326619488296,-0.02030484485574306,-0.01200326619488296,,-0.009805124250814904,-0.0009881191694677358,-0.001955136778295174,1.9646656268620097,0.1979907360516471,,-0.0551847835154751,81554000000.0,0.7399201596806387,-10.0,0.008954817637452367,-0.2219103269162054,8.086539232048354,Post-Crisis Recovery
2011,BAC,Bank of America,Banking,93454000000.0,,-230000000.0,1446000000.0,,21620000000.0,2129046000000.0,230101000000.0,372265000000.0,,,120102000000.0,64448000000.0,1307000000.0,10535937957.0,-230000000.0,True,,-0.002461103858582832,0.015472852954394675,-0.002461103858582832,,0.006284196939604783,0.0006791774344001961,-0.00038182765959566113,1.617833038535252,0.17485061384300762,,-0.010638297872340425,63141000000.0,0.6756372118903418,10.0,0.01398549018768592,0.1372445439505733,5.992916839269121,Post-Crisis Recovery
2012,BAC,Bank of America,Banking,83334000000.0,,3072000000.0,4188000000.0,,16744000000.0,2209974000000.0,236956000000.0,275585000000.0,,,110752000000.0,-16056000000.0,-5000000.0,10778263628.0,3072000000.0,True,,0.03686370509035928,0.050255597955216356,0.03686370509035928,,0.01767416735596482,0.001895044919080496,0.0059936668481155655,1.16302182683705,0.12470056208806077,,0.18346870520783565,-16051000000.0,-0.19261045911632707,-3.833810888252149,-5.999952000383997e-05,0.3885598037442994,-1.4892009097181826,Post-Crisis Recovery
2013,BAC,Bank of America,Banking,88942000000.0,,16172000000.0,11431000000.0,,12755000000.0,2102273000000.0,232475000000.0,249674000000.0,,,131322000000.0,92817000000.0,521000000.0,10591808296.0,16172000000.0,True,,0.18182635875064648,0.12852195813001732,0.18182635875064648,,0.0491708785890956,0.005437447943249997,0.03354149858238843,1.073982148618131,0.11876383324144867,,1.2678949431595452,92296000000.0,1.0377099682939444,8.119762050564255,0.005857749994378359,1.0792302580020185,8.713903936012098,Post-Crisis Recovery
2014,BAC,Bank of America,Banking,85894000000.0,,7963000000.0,5520000000.0,,10935000000.0,2104534000000.0,243476000000.0,243139000000.0,,,138589000000.0,30795000000.0,1160000000.0,10516542476.0,7963000000.0,True,,0.09270729038116748,0.06426525717745128,0.09270729038116748,,0.022671639093791586,0.002622908444339697,0.016364066048107848,0.9986158800046,0.1155310391754184,,0.7282121627800641,29635000000.0,0.345018278343074,5.578804347826087,0.013505017812652804,0.5248873394081084,2.817941359304219,Low Rate Bull Market
2015,BAC,Bank of America,Banking,82965000000.0,,22187000000.0,15910000000.0,,10549000000.0,2144287000000.0,255615000000.0,236764000000.0,,,159353000000.0,28397000000.0,-294000000.0,10380265063.0,22187000000.0,True,,0.26742602302175617,0.19176761284879165,0.26742602302175617,,0.062242043698530994,0.007419715737678772,0.04506081697229167,0.9262523717309235,0.11041618962387031,,2.1032325338894684,28691000000.0,0.34582052672813834,1.7848522941546197,-0.003543662990417646,1.5327161593118175,2.7639949294038564,Low Rate Bull Market
2016,BAC,Bank of America,Banking,83701000000.0,,25021000000.0,17822000000.0,,9961000000.0,2188067000000.0,266195000000.0,216823000000.0,,,147738000000.0,17277000000.0,-408000000.0,10052625604.0,25021000000.0,True,,0.29893310713133653,0.21292457676730267,0.29893310713133653,,0.0669509194387573,0.008145088792984858,0.05180138214310854,0.814526944533143,0.09909340070482302,,2.5118963959441825,17685000000.0,0.21128779823419075,0.969419818202222,-0.004874493733647149,1.7728701636822641,1.7592418833307621,Low Rate Bull Market
2017,BAC,Bank of America,Banking,87126000000.0,,29213000000.0,18232000000.0,,12340000000.0,2281234000000.0,267146000000.0,227402000000.0,,,157434000000.0,9864000000.0,-8411000000.0,10287302431.0,29213000000.0,True,,0.3352960080802516,0.2092601519638225,0.3352960080802516,,0.06824732543253502,0.007992165643682323,0.05907010037448337,0.8512274187148601,0.09968376764505527,,2.3673419773095623,18275000000.0,0.2097536900580768,0.5410267661254936,-0.09653834676216055,1.7722819098872082,1.7764618200520366,Low Rate Bull Market
2018,BAC,Bank of America,Banking,91020000000.0,,34584000000.0,28147000000.0,,18607000000.0,2354507000000.0,265325000000.0,229392000000.0,,,177404000000.0,39520000000.0,1986000000.0,9669286370.0,34584000000.0,True,,0.3799604482531312,0.30923972753241047,0.3799604482531312,,0.1060849901064732,0.011954519566091755,0.06990663348944952,0.8645698671440686,0.09742676492361246,,1.8586553447627236,37534000000.0,0.4123709074928587,1.4040572707570966,0.02181938035596572,2.9109697368493594,3.881775610292531,Low Rate Bull Market
2019,BAC,Bank of America,Banking,91244000000.0,,32754000000.0,27430000000.0,,22345000000.0,2434079000000.0,264810000000.0,240856000000.0,,,161560000000.0,61777000000.0,2974000000.0,8836148954.0,32754000000.0,True,,0.3589715488141686,0.3006225066853711,0.3589715488141686,,0.10358370152184586,0.011269149440096233,0.06477398124453691,0.9095426909859899,0.09895159524403276,,1.4658312821660326,58803000000.0,0.6444588137302178,2.2521691578563616,0.03259392398404279,3.1042935268291085,6.6548221749227885,Low Rate Bull Market
2020,BAC,Bank of America,Banking,85528000000.0,,18995000000.0,17894000000.0,,8225000000.0,2819627000000.0,272924000000.0,262934000000.0,,,36430000000.0,37993000000.0,3489000000.0,8650814105.0,18995000000.0,True,,0.22209101113085772,0.20921803386025628,0.22209101113085772,,0.06556403980595331,0.006346229483545164,0.03544782386378481,0.9633964033943515,0.09325134140083068,,2.309422492401216,34504000000.0,0.4034234402768684,2.1232256622331507,0.04079365821719203,2.068475843176149,3.988526349220401,COVID Shock
2021,BAC,Bank of America,Banking,89113000000.0,,33976000000.0,31978000000.0,,4738000000.0,3169495000000.0,270066000000.0,280117000000.0,,,29222000000.0,-7193000000.0,3479000000.0,8077831463.0,33976000000.0,True,,0.3812687262240077,0.35884775509746053,0.3812687262240077,,0.11840809283656588,0.010089304447553947,0.06175399821513933,1.0372168284789645,0.08837906354166832,,7.1709582102152805,-10672000000.0,-0.11975805999124707,-0.22493589342673087,0.039040319594223064,3.958735725853309,-1.3211466528959444,COVID Rebound
2022,BAC,Bank of America,Banking,94950000000.0,,30969000000.0,27528000000.0,,20103000000.0,3051375000000.0,273197000000.0,275982000000.0,,,30334000000.0,-6327000000.0,4612000000.0,7996777943.0,30969000000.0,True,,0.3261611374407583,0.2899210110584518,0.3261611374407583,,0.10076245346764423,0.009021506697800172,0.05639144978231141,1.01019410901291,0.09044512719675556,,1.54051634084465,-10939000000.0,-0.11520800421274355,-0.22983870967741934,0.04857293312269616,3.4423864456679962,-1.3679259419195804,Inflation & Rate Hikes
2023,BAC,Bank of America,Banking,102769000000.0,,32530000000.0,26305000000.0,,73331000000.0,3180151000000.0,290209000000.0,302204000000.0,,,27892000000.0,44982000000.0,5258000000.0,7895457665.0,32530000000.0,True,,0.31653514192022886,0.25596240111317614,0.31653514192022886,,0.09064157210837706,0.008271619806732447,0.054911016469928915,1.0413322812180188,0.09502819205754695,,0.4436050237962117,39724000000.0,0.38653679611556013,1.7100171070138757,0.051163288540318576,3.3316624717789556,5.031247292489915,Inflation & Rate Hikes
2024,BAC,Bank of America,Banking,105856000000.0,,33223000000.0,26973000000.0,,61993000000.0,3261299000000.0,293963000000.0,283279000000.0,,,26003000000.0,-8805000000.0,4145000000.0,7610862311.0,33223000000.0,True,,0.3138508917775091,0.2548084189842805,0.3138508917775091,,0.09175644553906444,0.00827063081305946,0.05755471708572834,0.9636552899514564,0.08686078768000113,,0.5359153452809188,-12950000000.0,-0.12233600362756952,-0.32643754865977087,0.03915696795646917,3.5440136607143518,-1.7015154749657382,Normalization
2006,C,Citigroup,Banking,,,,,,,,0.0,,,,26514000000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2007,C,Citigroup,Banking,77300000000.0,,646000000.0,3617000000.0,,75958000000.0,,118755000000.0,,,,38206000000.0,-71551000000.0,4003000000.0,4924000000.0,646000000.0,True,,0.008357050452781371,0.04679172056921087,0.008357050452781371,,0.03045766494042356,,0.005439770957012337,,,,0.008504699965770558,-75554000000.0,-0.9774126778783958,-10.0,0.05178525226390686,0.7345653939886271,-15.344029244516653,Pre-Crisis Buildup
2008,C,Citigroup,Banking,51599000000.0,,-52355000000.0,-27684000000.0,,52750000000.0,1938470000000.0,141630000000.0,359593000000.0,,,29253000000.0,97686000000.0,3780000000.0,5768900000.0,-52355000000.0,True,,-1.0146514467334637,-0.5365220256206515,-1.0146514467334637,,-0.19546706206312223,-0.014281366232131526,-0.10445450428252494,2.5389606721739746,0.18550351565925705,,-0.9925118483412322,93906000000.0,1.819918990678114,-3.5286085825747726,0.07325723366731914,-4.798835133214304,16.277973270467506,Financial Crisis
2009,C,Citigroup,Banking,80285000000.0,,-7799000000.0,-1606000000.0,,27902000000.0,1856646000000.0,152700000000.0,364019000000.0,,,25472000000.0,-54610000000.0,2264000000.0,1209900000.0,-7799000000.0,True,,-0.09714143364264807,-0.020003736688048827,-0.09714143364264807,,-0.01051735428945645,-0.0008650006517128198,-0.015093309903448489,2.3838834315651605,0.19606268507836172,,-0.27951401333237763,-56874000000.0,-0.7084013202964439,10.0,0.02819953914180731,-1.3273824282998594,-47.00719067691545,Financial Crisis
2010,C,Citigroup,Banking,86601000000.0,,13184000000.0,10602000000.0,,25096000000.0,1913902000000.0,163468000000.0,381183000000.0,,,27972000000.0,35686000000.0,2363000000.0,2967800000.0,13184000000.0,True,,0.15223842680800453,0.12242352859666747,0.15223842680800453,,0.06485673036924658,0.0055394685830308975,0.02420632662016594,2.3318508821298356,0.19916537001372067,,0.5253426840930826,33323000000.0,0.3847877045299708,3.3659686851537445,0.027286059052435883,3.5723431498079385,11.228182492081677,Post-Crisis Recovery
2011,C,Citigroup,Banking,77331000000.0,,14722000000.0,11067000000.0,,24209000000.0,1873878000000.0,177806000000.0,323505000000.0,,,28701000000.0,64795000000.0,3448000000.0,2998800000.0,14722000000.0,True,,0.19037643377170863,0.14311207665748535,0.19037643377170863,,0.06224199408343926,0.005905934110972006,0.02936699972671655,1.8194267909969293,0.17263930736152514,,0.6081209467553389,61347000000.0,0.7933041083136129,5.8547935303153515,0.044587552210627046,3.6904761904761907,20.45718287314926,Post-Crisis Recovery
2012,C,Citigroup,Banking,69190000000.0,,7825000000.0,7541000000.0,,20612000000.0,1864660000000.0,189049000000.0,239463000000.0,,,36453000000.0,-10362000000.0,3604000000.0,3015500000.0,7825000000.0,True,,0.11309437780026016,0.10898973840150311,0.11309437780026016,,0.03988912927336299,0.00404416891014984,0.018260865506683592,1.2666716036583108,0.1284218034386966,,0.3796332233650301,-13966000000.0,-0.20184997832056656,-1.3740883171993103,0.052088452088452086,2.5007461449179242,-4.631404410545515,Post-Crisis Recovery
2013,C,Citigroup,Banking,76724000000.0,,19802000000.0,13659000000.0,,16177000000.0,1880382000000.0,204339000000.0,221116000000.0,,,29885000000.0,63244000000.0,3490000000.0,3041600000.0,19802000000.0,True,,0.25809394713518585,0.17802773578019915,0.25809394713518585,,0.06684480202017236,0.007263949559185315,0.04654311266761467,1.0821037589495888,0.11759100012657003,,1.2240835754466217,59754000000.0,0.7788175798967728,4.630207189398931,0.045487722225118606,4.49072856391373,19.6455812730142,Post-Crisis Recovery
2014,C,Citigroup,Banking,77219000000.0,,14701000000.0,7310000000.0,,13690000000.0,1842181000000.0,210185000000.0,223080000000.0,,,32108000000.0,46343000000.0,3386000000.0,3037000000.0,14701000000.0,True,,0.19038060580945104,0.09466582058819721,0.19038060580945104,,0.034778885267740325,0.0039681225677607145,0.03393073523132494,1.0613507148464447,0.12109559266977567,,1.0738495252008766,42957000000.0,0.5563009103977,6.339671682626539,0.043849311697898186,2.4069805729338163,14.144550543299308,Low Rate Bull Market
2015,C,Citigroup,Banking,76354000000.0,,24826000000.0,17242000000.0,,11921000000.0,1731210000000.0,221857000000.0,201275000000.0,,,133097000000.0,39737000000.0,3198000000.0,3007700000.0,24826000000.0,True,,0.3251434109542395,0.22581659114126307,0.3251434109542395,,0.07771672744155018,0.009959508089717597,0.05867199833621659,0.9072285300892016,0.11626261400985438,,2.0825434107876855,36539000000.0,0.478547292872672,2.3046630321308434,0.04188385677240223,5.732619609668517,12.148485553745386,Low Rate Bull Market
2016,C,Citigroup,Banking,70797000000.0,,21477000000.0,14912000000.0,,12512000000.0,1792077000000.0,225120000000.0,206178000000.0,,,160494000000.0,53733000000.0,2756000000.0,2888300000.0,21477000000.0,True,,0.3033603118776219,0.21063039394324617,0.3033603118776219,,0.06624022743425728,0.008321071025407948,0.04979619659724831,0.9158582089552239,0.11504974395631437,,1.7165121483375958,50977000000.0,0.7200446346596607,3.6033395922746783,0.03892820317245081,5.162898590866599,17.649482394488107,Low Rate Bull Market
2017,C,Citigroup,Banking,72444000000.0,64993000000.0,22761000000.0,-6798000000.0,,16518000000.0,1842465000000.0,200740000000.0,236709000000.0,,,180516000000.0,-8774000000.0,3361000000.0,2698500000.0,22761000000.0,True,,0.3141875103528243,-0.09383799900612887,0.3141875103528243,,-0.03386470060775132,-0.0036896223266113604,0.05203120820941413,1.1791820265019428,0.12847408227564702,,1.3779513258263711,-12135000000.0,-0.16750869637237037,1.2906737275669316,0.04639445640770802,-2.519177320733741,-4.496942745969983,Low Rate Bull Market
2018,C,Citigroup,Banking,72854000000.0,65286000000.0,23445000000.0,18045000000.0,,24266000000.0,1917383000000.0,196220000000.0,231999000000.0,,,188105000000.0,36952000000.0,3774000000.0,2494800000.0,23445000000.0,True,,0.3218079995607654,0.24768715513218217,0.3218079995607654,,0.09196310263989399,0.0094112652506046,0.05475002276872348,1.1823412496177759,0.12099773493350051,,0.9661666529300256,33178000000.0,0.4554039586021358,2.0477694652258243,0.0518022346061987,7.233044733044733,13.298861632194965,Low Rate Bull Market
2019,C,Citigroup,Banking,75067000000.0,73087000000.0,23901000000.0,19401000000.0,,28382000000.0,1951158000000.0,193242000000.0,248760000000.0,,,23967000000.0,-12837000000.0,5336000000.0,2265300000.0,23901000000.0,True,,0.3183955666271464,0.25844911878721677,0.3183955666271464,,0.10039742913031328,0.009943325963350994,0.05407441595286899,1.2872977924053777,0.12749351923319382,,0.8421182439574378,-18173000000.0,-0.2420903992433426,-0.6616669243853409,0.07108316570530326,8.564428552509602,-8.0223369973072,Low Rate Bull Market
2020,C,Citigroup,Banking,75501000000.0,68541000000.0,13632000000.0,11047000000.0,,13338000000.0,2260000000000.0,199442000000.0,271686000000.0,,,26349000000.0,-23488000000.0,3446000000.0,2099000000.0,13632000000.0,True,,0.18055389994834506,0.14631594283519422,0.18055389994834506,,0.055389536807693464,0.004888053097345133,0.02893481177089878,1.362230623439396,0.12021504424778762,,1.02204228520018,-26934000000.0,-0.3567369968609687,-2.1261881053679734,0.045641779579078424,5.262982372558361,-12.831824678418295,COVID Shock
