fiscal_year,ticker,company,sector,revenue,gross_profit,operating_income,net_income,rd_expense,interest_expense,total_assets,total_equity,long_term_debt,current_assets,current_liabilities,cash,operating_cashflow,capex,shares_outstanding,ebitda,ebitda_is_estimated,gross_margin,operating_margin,net_margin,ebitda_margin,rd_intensity,roe,roa,roic,debt_to_equity,debt_to_assets,current_ratio,interest_coverage,fcf,fcf_margin,cfo_to_net_income,capex_intensity,eps,fcf_per_share,macro_regime
2010,FDX,FedEx,Ecommerce_Logistics,34734000000.0,1998000000.0,1998000000.0,1184000000.0,,-79000000.0,24902000000.0,13811000000.0,1789000000.0,7284000000.0,4645000000.0,1952000000.0,3138000000.0,2816000000.0,314000000.0,1998000000.0,True,,0.05752288823631024,0.034087637473369035,0.05752288823631024,,0.08572876692491492,0.04754638181672155,0.1280769230769231,0.12953442907827095,0.07184161914705646,1.5681377825618945,25.29113924050633,322000000.0,0.009270455461507456,2.6503378378378377,0.08107329993666149,3.770700636942675,1.0254777070063694,Post-Crisis Recovery
2011,FDX,FedEx,Ecommerce_Logistics,39304000000.0,2378000000.0,2378000000.0,1452000000.0,,86000000.0,27385000000.0,15220000000.0,1539000000.0,8285000000.0,4882000000.0,2328000000.0,4041000000.0,3434000000.0,317000000.0,2378000000.0,True,,0.06050274781192754,0.036942804803582335,0.06050274781192754,,0.09540078843626806,0.05302172722293226,0.14189390775105915,0.10111695137976347,0.05619864889538068,1.6970503891847604,27.651162790697676,607000000.0,0.015443720740891512,2.7830578512396693,0.08737024221453288,4.580441640378549,1.914826498422713,Post-Crisis Recovery
2012,FDX,FedEx,Ecommerce_Logistics,42680000000.0,3186000000.0,3186000000.0,2032000000.0,,52000000.0,29903000000.0,14727000000.0,1250000000.0,9056000000.0,5374000000.0,2843000000.0,4835000000.0,4007000000.0,317000000.0,3186000000.0,True,,0.0746485473289597,0.04761012183692596,0.0746485473289597,,0.13797786378760102,0.0679530481891449,0.19941165425298868,0.08487811502682148,0.041801825903755474,1.6851507257164124,50.0,828000000.0,0.019400187441424556,2.3794291338582676,0.09388472352389877,6.410094637223975,2.6119873817034702,Post-Crisis Recovery
2013,FDX,FedEx,Ecommerce_Logistics,44287000000.0,,4434000000.0,2716000000.0,,82000000.0,33567000000.0,17398000000.0,2739000000.0,11274000000.0,5750000000.0,4917000000.0,4688000000.0,3375000000.0,317000000.0,4434000000.0,True,,0.10011967394494999,0.061327251789464174,0.10011967394494999,,0.1561098976893896,0.08091280126314535,0.22019168694443064,0.1574318887228417,0.08159799803378318,1.960695652173913,50.0,1313000000.0,0.029647526362137872,1.7260677466863035,0.07620746494456612,8.56782334384858,4.141955835962145,Post-Crisis Recovery
2014,FDX,FedEx,Ecommerce_Logistics,45567000000.0,,3815000000.0,2324000000.0,,160000000.0,33070000000.0,15277000000.0,4736000000.0,9683000000.0,5312000000.0,2908000000.0,4264000000.0,3533000000.0,310000000.0,3815000000.0,True,,0.08372286962055873,0.051001821493624776,0.08372286962055873,,0.15212410813641422,0.07027517387360145,0.1906260930395243,0.31000850952412123,0.14321136982159058,1.8228539156626506,23.84375,731000000.0,0.016042311321789893,1.8347676419965577,0.07753418043759738,7.496774193548387,2.358064516129032,Low Rate Bull Market
2015,FDX,FedEx,Ecommerce_Logistics,47453000000.0,1867000000.0,1867000000.0,1050000000.0,,235000000.0,36469000000.0,14993000000.0,7217000000.0,10335000000.0,5956000000.0,3763000000.0,5366000000.0,4347000000.0,287000000.0,1867000000.0,True,,0.03934419320169431,0.02212715739784629,0.03934419320169431,,0.0700326819182285,0.028791576407359677,0.08406123367852318,0.4813579670512906,0.19789410183991885,1.7352249832102082,7.94468085106383,1019000000.0,0.021473879417528922,5.110476190476191,0.09160643162708364,3.658536585365854,3.5505226480836236,Low Rate Bull Market
2016,FDX,FedEx,Ecommerce_Logistics,50365000000.0,3077000000.0,3077000000.0,1820000000.0,,336000000.0,45959000000.0,13784000000.0,13687000000.0,11989000000.0,8008000000.0,3534000000.0,5708000000.0,4818000000.0,279000000.0,3077000000.0,True,,0.061094013699990075,0.03613620569840167,0.061094013699990075,,0.13203714451538015,0.03960051350116408,0.11200902770194023,0.9929628554846198,0.29780891664309495,1.497127872127872,9.157738095238095,890000000.0,0.017671001687679936,3.1362637362637362,0.0956616698103842,6.523297491039426,3.1899641577060933,Low Rate Bull Market
2017,FDX,FedEx,Ecommerce_Logistics,60319000000.0,46689000000.0,4566000000.0,2997000000.0,,512000000.0,48552000000.0,16073000000.0,14878000000.0,12628000000.0,7918000000.0,3969000000.0,4930000000.0,5116000000.0,270000000.0,4566000000.0,True,,0.07569754140486414,0.04968583696679322,0.07569754140486414,,0.18646176818266658,0.06172763222936233,0.14752350489483376,0.9256517140546258,0.30643433844125884,1.5948471836322304,8.91796875,-186000000.0,-0.003083605497438618,1.6449783116449783,0.08481572970374178,11.1,-0.6888888888888889,Low Rate Bull Market
2018,FDX,FedEx,Ecommerce_Logistics,65450000000.0,50349000000.0,4272000000.0,4572000000.0,,558000000.0,52330000000.0,19416000000.0,16510000000.0,13341000000.0,9627000000.0,3265000000.0,4674000000.0,5663000000.0,272000000.0,4272000000.0,True,,0.06527119938884644,0.06985485103132162,0.06527119938884644,,0.23547589616810877,0.087368622205236,0.11891109502867005,0.8503296250515039,0.3154978024077967,1.3857899657214086,7.655913978494624,-989000000.0,-0.015110771581359816,1.0223097112860893,0.08652406417112299,16.808823529411764,-3.636029411764706,Low Rate Bull Market
2019,FDX,FedEx,Ecommerce_Logistics,69693000000.0,53039000000.0,4466000000.0,540000000.0,,588000000.0,54403000000.0,17757000000.0,17518000000.0,13086000000.0,9013000000.0,2319000000.0,5613000000.0,5490000000.0,265000000.0,4466000000.0,True,,0.06408104113756044,0.007748267401317206,0.06408104113756044,,0.030410542321338063,0.009925923202764553,0.12660524450744154,0.9865405192318523,0.32200430123338786,1.451902807056474,7.595238095238095,123000000.0,0.0017648831303000302,10.0,0.07877405191339158,2.0377358490566038,0.4641509433962264,Low Rate Bull Market
2020,FDX,FedEx,Ecommerce_Logistics,69217000000.0,2417000000.0,2417000000.0,1286000000.0,,672000000.0,73537000000.0,18295000000.0,21518000000.0,16383000000.0,10344000000.0,4881000000.0,5097000000.0,5868000000.0,262000000.0,2417000000.0,True,,0.03491916725659881,0.018579250762096017,0.03491916725659881,,0.07029242962558076,0.017487795259529218,0.060708813704066514,1.1761683520087456,0.29261460217305574,1.583816705336427,3.5967261904761907,-771000000.0,-0.011138882066544346,3.963452566096423,0.08477686117572272,4.908396946564886,-2.9427480916030535,COVID Shock
2021,FDX,FedEx,Ecommerce_Logistics,83959000000.0,5857000000.0,5857000000.0,5231000000.0,,793000000.0,82777000000.0,24168000000.0,19422000000.0,20580000000.0,13660000000.0,7087000000.0,10135000000.0,5884000000.0,268000000.0,5857000000.0,True,,0.06976024011720006,0.06230421991686418,0.06976024011720006,,0.2164432307183052,0.06319388235862619,0.13436568020188117,0.8036246276067527,0.2346303925003322,1.506588579795022,7.385876418663304,4251000000.0,0.05063185602496457,1.937488051997706,0.0700818256529973,19.51865671641791,15.861940298507463,COVID Rebound
2022,FDX,FedEx,Ecommerce_Logistics,93512000000.0,6245000000.0,6245000000.0,3826000000.0,,689000000.0,85994000000.0,24939000000.0,19796000000.0,20365000000.0,14274000000.0,6897000000.0,9832000000.0,6763000000.0,266000000.0,6245000000.0,True,,0.06678287278638036,0.04091453503293695,0.06678287278638036,,0.15341433096756085,0.044491476149498804,0.1395998658768302,0.7937768154296484,0.23020210712375283,1.4267199103264676,9.063860667634252,3069000000.0,0.032819317306869704,2.569785676947203,0.07232226879972624,14.38345864661654,11.537593984962406,Inflation & Rate Hikes
2023,FDX,FedEx,Ecommerce_Logistics,90155000000.0,4912000000.0,4912000000.0,3972000000.0,,694000000.0,87143000000.0,26088000000.0,19779000000.0,18610000000.0,13586000000.0,6856000000.0,8848000000.0,6174000000.0,256000000.0,4912000000.0,True,,0.054483944318118795,0.044057456602517885,0.054483944318118795,,0.15225390984360626,0.045580253147125986,0.10709224496914993,0.7581646734130635,0.22697175906269007,1.3697924333873104,7.077809798270893,2674000000.0,0.02966002994842216,2.227593152064451,0.06848205867672343,15.515625,10.4453125,Inflation & Rate Hikes
2024,FDX,FedEx,Ecommerce_Logistics,87693000000.0,5559000000.0,5559000000.0,4331000000.0,,745000000.0,87007000000.0,27582000000.0,19772000000.0,18207000000.0,13355000000.0,6501000000.0,8312000000.0,5176000000.0,251000000.0,5559000000.0,True,,0.06339160480311998,0.04938820658433398,0.06339160480311998,,0.15702269596113408,0.049777604100819474,0.11739240613253368,0.7168443187586107,0.2272460836484421,1.3633096218644702,7.461744966442953,3136000000.0,0.035761121184131,1.9191872546755946,0.05902409542380806,17.254980079681275,12.49402390438247,Normalization
2006,UPS,UPS,Ecommerce_Logistics,,,,,,,,,,,,794000000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2007,UPS,UPS,Ecommerce_Logistics,49692000000.0,578000000.0,578000000.0,382000000.0,,246000000.0,,,,,,2027000000.0,1123000000.0,2820000000.0,,578000000.0,True,,0.011631650969975047,0.007687354101263785,0.011631650969975047,,,,,,,,2.3495934959349594,-1697000000.0,-0.03415036625613781,2.93979057591623,0.05674957739676407,,,Pre-Crisis Buildup
2008,UPS,UPS,Ecommerce_Logistics,51486000000.0,5382000000.0,5382000000.0,3003000000.0,,442000000.0,31879000000.0,6780000000.0,7797000000.0,8845000000.0,7817000000.0,507000000.0,8426000000.0,2636000000.0,1022000000.0,5382000000.0,True,,0.10453327118051509,0.05832653536883813,0.10453327118051509,,0.4429203539823009,0.09419994353649738,0.3692117719695411,1.15,0.24458107217917752,1.1315082512472816,12.176470588235293,5790000000.0,0.11245775550635125,2.8058608058608057,0.05119838402672571,2.9383561643835616,5.665362035225049,Financial Crisis
2009,UPS,UPS,Ecommerce_Logistics,45297000000.0,3508000000.0,3508000000.0,1968000000.0,,445000000.0,31883000000.0,7630000000.0,9521000000.0,9275000000.0,6239000000.0,1542000000.0,5285000000.0,1602000000.0,1004000000.0,3508000000.0,True,,0.07744442236792723,0.043446585866613686,0.07744442236792723,,0.2579292267365662,0.06172568453407772,0.20453617864847531,1.2478374836173,0.2986230906752815,1.4866164449430999,7.883146067415731,3683000000.0,0.08130781287944014,2.685467479674797,0.03536658056824955,1.9601593625498008,3.6683266932270917,Financial Crisis
2010,UPS,UPS,Ecommerce_Logistics,49545000000.0,5641000000.0,5641000000.0,3338000000.0,,354000000.0,33597000000.0,7979000000.0,10846000000.0,11569000000.0,5902000000.0,3034000000.0,3835000000.0,1389000000.0,1003000000.0,5641000000.0,True,,0.11385609042284792,0.0673730951660107,0.11385609042284792,,0.4183481639303171,0.09935410899782719,0.2996547144754316,1.359318210302043,0.32282644283715806,1.96018298881735,15.935028248587571,2446000000.0,0.04936926026844283,1.1488915518274416,0.028035119588253103,3.3280159521435695,2.4386839481555334,Post-Crisis Recovery
2011,UPS,UPS,Ecommerce_Logistics,53105000000.0,6080000000.0,6080000000.0,3804000000.0,,348000000.0,34701000000.0,7035000000.0,11128000000.0,12284000000.0,6514000000.0,3034000000.0,7073000000.0,2005000000.0,991000000.0,6080000000.0,True,,0.11449016100178891,0.07163167310046135,0.11449016100178891,,0.540724946695096,0.10962220108930579,0.3347464625887794,1.5818052594171996,0.32068240108354223,1.8857844642308874,17.471264367816094,5068000000.0,0.09543357499293852,1.8593585699263933,0.03775539026457019,3.8385469223007065,5.1140262361251265,Post-Crisis Recovery
2012,UPS,UPS,Ecommerce_Logistics,54127000000.0,1343000000.0,1343000000.0,807000000.0,,393000000.0,38863000000.0,4653000000.0,11992000000.0,15591000000.0,8390000000.0,7327000000.0,7216000000.0,2153000000.0,969000000.0,1343000000.0,True,,0.024812016184159475,0.014909379791970736,0.024812016184159475,,0.17343649258542876,0.02076525229652883,0.0806848903574647,2.577261981517301,0.30857113449810875,1.8582836710369488,3.4173027989821882,5063000000.0,0.09353926875681268,8.94175960346964,0.03977682117981784,0.8328173374613003,5.224974200206399,Post-Crisis Recovery
2013,UPS,UPS,Ecommerce_Logistics,55438000000.0,7034000000.0,7034000000.0,4372000000.0,,380000000.0,35553000000.0,6474000000.0,10279000000.0,13387000000.0,7131000000.0,4665000000.0,7304000000.0,2065000000.0,948000000.0,7034000000.0,True,,0.1268804790937624,0.07886287384104766,0.1268804790937624,,0.6753166512202656,0.12297133856495936,0.4198650987882767,1.5877355576150758,0.28911765533147693,1.877296311877717,18.510526315789473,5239000000.0,0.0945019661603954,1.6706312900274474,0.037248818499945886,4.6118143459915615,5.526371308016878,Post-Crisis Recovery
2014,UPS,UPS,Ecommerce_Logistics,58232000000.0,4968000000.0,4968000000.0,3032000000.0,,353000000.0,35440000000.0,2141000000.0,10081000000.0,11218000000.0,8621000000.0,2291000000.0,5726000000.0,2328000000.0,924000000.0,4968000000.0,True,,0.08531391674680588,0.05206759170215689,0.08531391674680588,,1.4161606725829052,0.0855530474040632,0.406480117820324,4.708547407753386,0.28445259593679456,1.3012411553184084,14.073654390934845,3398000000.0,0.058352795713696934,1.8885224274406331,0.039978018958648165,3.2813852813852815,3.6774891774891776,Low Rate Bull Market
2015,UPS,UPS,Ecommerce_Logistics,58363000000.0,7668000000.0,7668000000.0,4844000000.0,,341000000.0,38311000000.0,2470000000.0,13692000000.0,13208000000.0,10696000000.0,2730000000.0,7430000000.0,2379000000.0,906000000.0,7668000000.0,True,,0.13138461011257133,0.08299778969552628,0.13138461011257133,,1.9611336032388664,0.12643888178329984,0.4744462319019923,5.54331983805668,0.3573908276996163,1.2348541510845177,22.486803519061585,5051000000.0,0.08654455733941024,1.5338563170933113,0.04076212668985487,5.346578366445916,5.575055187637969,Low Rate Bull Market
2016,UPS,UPS,Ecommerce_Logistics,61610000000.0,7688000000.0,7688000000.0,3422000000.0,,381000000.0,40545000000.0,405000000.0,15557000000.0,13849000000.0,11730000000.0,3476000000.0,6473000000.0,2965000000.0,887000000.0,7688000000.0,True,,0.12478493751014445,0.05554293134231456,0.12478493751014445,,5.0,0.08440004932790726,0.4816439042726475,20.0,0.3836971266494019,1.1806479113384485,20.178477690288712,3508000000.0,0.056938808634961854,1.891583869082408,0.04812530433371206,3.857948139797069,3.9549041713641486,Low Rate Bull Market
2017,UPS,UPS,Ecommerce_Logistics,66585000000.0,7529000000.0,7529000000.0,4905000000.0,,453000000.0,45574000000.0,994000000.0,23886000000.0,15718000000.0,12886000000.0,3320000000.0,1479000000.0,5227000000.0,875000000.0,7529000000.0,True,,0.11307351505594353,0.07366523991890066,0.11307351505594353,,4.934607645875252,0.10762715583446703,0.30261254019292605,20.0,0.5241146267608724,1.2197733974856433,16.620309050772626,-3748000000.0,-0.05628895396861155,0.3015290519877676,0.07850116392580912,5.605714285714286,-4.283428571428572,Low Rate Bull Market
2018,UPS,UPS,Ecommerce_Logistics,71861000000.0,7024000000.0,7024000000.0,4791000000.0,,605000000.0,50016000000.0,3021000000.0,22349000000.0,16210000000.0,14087000000.0,4225000000.0,12711000000.0,6283000000.0,870000000.0,7024000000.0,True,,0.09774425627252613,0.0666703775344067,0.09774425627252613,,1.585898709036743,0.09578934740882918,0.27686243594797005,7.397881496193313,0.44683701215611005,1.1507063249804785,11.6099173553719,6428000000.0,0.08945046687354755,2.6530995616781463,0.08743268253990343,5.506896551724138,7.388505747126437,Low Rate Bull Market
2019,UPS,UPS,Ecommerce_Logistics,74094000000.0,7798000000.0,7798000000.0,4440000000.0,,653000000.0,57857000000.0,3267000000.0,24891000000.0,17103000000.0,15413000000.0,5238000000.0,8639000000.0,6380000000.0,869000000.0,7798000000.0,True,,0.10524468917861095,0.059923880476151915,0.10524468917861095,,1.3590449954086317,0.07674093022451907,0.2769372824774487,7.618916437098255,0.4302158770762397,1.1096476999935119,11.941807044410414,2259000000.0,0.030488298647663777,1.9457207207207208,0.08610683726077685,5.109321058688147,2.5995397008055234,Low Rate Bull Market
2020,UPS,UPS,Ecommerce_Logistics,84628000000.0,7684000000.0,7684000000.0,1343000000.0,,701000000.0,62408000000.0,657000000.0,24472000000.0,20216000000.0,17016000000.0,5910000000.0,10459000000.0,5412000000.0,871000000.0,7684000000.0,True,,0.09079737202817034,0.015869452190764285,0.09079737202817034,,2.0441400304414,0.02151967696449173,0.3057821640335867,20.0,0.39212921420330726,1.1880582980724024,10.961483594864479,5047000000.0,0.05963747223141277,7.787788533134773,0.06395046556695183,1.541905855338691,5.794489092996556,COVID Shock
2021,UPS,UPS,Ecommerce_Logistics,97287000000.0,12810000000.0,12810000000.0,12890000000.0,,694000000.0,69405000000.0,14253000000.0,21677000000.0,24934000000.0,17569000000.0,10255000000.0,15007000000.0,4194000000.0,878000000.0,12810000000.0,True,,0.13167226864843196,0.13249457789838315,0.13167226864843196,,0.9043710096120116,0.18572148980620992,0.3565265794600612,1.5208727987090438,0.31232620128232835,1.4192042802663782,18.45821325648415,10813000000.0,0.11114537399652574,1.1642358417377812,0.04310956242869037,14.681093394077449,12.315489749430524,COVID Rebound
2022,UPS,UPS,Ecommerce_Logistics,100338000000.0,13094000000.0,13094000000.0,11548000000.0,,704000000.0,71124000000.0,19786000000.0,19436000000.0,22217000000.0,18140000000.0,5602000000.0,14104000000.0,4769000000.0,875000000.0,13094000000.0,True,,0.13049891367178934,0.1150909924455341,0.13049891367178934,,0.5836450015162236,0.16236432146673416,0.3338432512365509,0.9823107247548772,0.27326921995388337,1.2247519294377067,18.599431818181817,9335000000.0,0.09303553987522176,1.2213370280568063,0.047529350794315216,13.197714285714286,10.668571428571429,Inflation & Rate Hikes
2023,UPS,UPS,Ecommerce_Logistics,90958000000.0,9141000000.0,9141000000.0,6708000000.0,,785000000.0,70857000000.0,17306000000.0,21998000000.0,19413000000.0,17676000000.0,3206000000.0,10238000000.0,5158000000.0,860000000.0,9141000000.0,True,,0.10049693265023417,0.07374832340200972,0.10049693265023417,,0.3876112330983474,0.09466954570472924,0.2325717484225524,1.2711198428290766,0.31045627108119167,1.0982688391038697,11.644585987261147,5080000000.0,0.055849952725433714,1.52623732856291,0.056707491369643134,7.8,5.906976744186046,Inflation & Rate Hikes
2024,UPS,UPS,Ecommerce_Logistics,91070000000.0,8468000000.0,8468000000.0,5782000000.0,,866000000.0,70070000000.0,16718000000.0,21030000000.0,19310000000.0,16441000000.0,6112000000.0,10122000000.0,3909000000.0,856000000.0,8468000000.0,True,,0.09298341934775448,0.06348962336664105,0.09298341934775448,,0.34585476731666465,0.08251748251748252,0.22432976581540745,1.2579255891853092,0.30012844298558583,1.174502767471565,9.778290993071593,6213000000.0,0.06822224662347645,1.7506053268765134,0.04292302624354892,6.7546728971962615,7.258177570093458,Normalization
2006,CVX,Chevron,Energy,,,,,,,,,,,,10493000000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2007,CVX,Chevron,Energy,220904000000.0,32274000000.0,32274000000.0,18688000000.0,,166000000.0,,77088000000.0,,,,7362000000.0,24977000000.0,16678000000.0,,32274000000.0,True,,0.14609966320211495,0.08459783435338428,0.14609966320211495,,0.24242424242424243,,0.4186643835616438,,,,50.0,8299000000.0,0.03756835548473545,1.3365261130136987,0.07549885923296998,,,Pre-Crisis Buildup
2008,CVX,Chevron,Energy,273005000000.0,43057000000.0,43057000000.0,23931000000.0,702000000.0,0.0,161165000000.0,86648000000.0,5742000000.0,36470000000.0,32023000000.0,9347000000.0,29632000000.0,19666000000.0,2050000000.0,43057000000.0,True,,0.15771506016373327,0.0876577352063149,0.15771506016373327,0.002571381476529734,0.27618640938048195,0.14848757484565508,0.46603528520402643,0.0662681192872311,0.035628083020506934,1.1388689379508479,50.0,9966000000.0,0.036504825918939214,1.23822656804981,0.07203531070859508,11.673658536585366,4.861463414634146,Financial Crisis
2009,CVX,Chevron,Energy,171636000000.0,18528000000.0,1310000000.0,10483000000.0,603000000.0,28000000.0,164621000000.0,91914000000.0,5705000000.0,37216000000.0,26211000000.0,8716000000.0,19373000000.0,19843000000.0,2001000000.0,1310000000.0,True,,0.007632431424642849,0.06107693024773358,0.007632431424642849,0.003513248968747815,0.11405226624888483,0.06367960345277941,0.013419518741228655,0.06206889048458342,0.03465535988725618,1.419861890046164,46.785714285714285,-470000000.0,-0.002738353259223007,1.8480396832967663,0.11561094409098324,5.2388805597201396,-0.23488255872063968,Financial Crisis
2010,CVX,Chevron,Energy,204928000000.0,32055000000.0,6528000000.0,19024000000.0,526000000.0,50000000.0,184769000000.0,105081000000.0,5636000000.0,48841000000.0,29012000000.0,14060000000.0,31354000000.0,19612000000.0,2007000000.0,6528000000.0,True,,0.03185509056839475,0.09283260462211118,0.03185509056839475,0.0025667551530293565,0.18104129195572938,0.10296099453912723,0.058961135146364155,0.053634815047439596,0.030502952335077854,1.683475803115952,50.0,11742000000.0,0.05729817301686446,1.6481286795626577,0.09570190505933791,9.478824115595415,5.850523168908819,Post-Crisis Recovery
2011,CVX,Chevron,Energy,253706000000.0,47634000000.0,10222000000.0,26895000000.0,627000000.0,0.0,209474000000.0,121382000000.0,4101000000.0,53234000000.0,33600000000.0,15864000000.0,41095000000.0,26500000000.0,2001000000.0,10222000000.0,True,,0.04029073021528856,0.10600852955783466,0.04029073021528856,0.0024713644927593357,0.2215732151389827,0.12839302252308163,0.08146123379262529,0.03378589906246396,0.019577608676971843,1.584345238095238,50.0,14595000000.0,0.05752721654198167,1.5279791782859267,0.10445160934309791,13.440779610194902,7.293853073463269,Post-Crisis Recovery
2012,CVX,Chevron,Energy,241909000000.0,46332000000.0,8456000000.0,26179000000.0,648000000.0,0.0,232982000000.0,136524000000.0,6086000000.0,55720000000.0,34212000000.0,20939000000.0,38812000000.0,30938000000.0,1965000000.0,8456000000.0,True,,0.03495529310608535,0.10821837963862443,0.03495529310608535,0.00267869322761865,0.19175383082827926,0.11236490372646814,0.059294579622747354,0.04457824265330638,0.02612218969705814,1.628668303519233,50.0,7874000000.0,0.03254942974424267,1.4825623591428243,0.12789106647541018,13.32264631043257,4.007124681933842,Post-Crisis Recovery
2013,CVX,Chevron,Energy,228848000000.0,35905000000.0,4672000000.0,21423000000.0,750000000.0,0.0,253753000000.0,149113000000.0,11960000000.0,50250000000.0,33018000000.0,16245000000.0,35002000000.0,37985000000.0,1932000000.0,4672000000.0,True,,0.020415297490037055,0.09361235405159757,0.020415297490037055,0.0032772844857722155,0.14366956603381328,0.08442461763998849,0.029005481986428515,0.08020762777222644,0.04713244769519966,1.5218971470107214,50.0,-2983000000.0,-0.013034852828078026,1.6338514680483593,0.16598353492274348,11.088509316770187,-1.5439958592132506,Post-Crisis Recovery
2014,CVX,Chevron,Energy,211970000000.0,31202000000.0,6296000000.0,19241000000.0,707000000.0,0.0,266026000000.0,155028000000.0,15960000000.0,42232000000.0,31926000000.0,12785000000.0,31475000000.0,35407000000.0,1898000000.0,6296000000.0,True,,0.029702316365523423,0.0907722790960985,0.029702316365523423,0.0033353776477803463,0.1241130634466032,0.07232751685925436,0.036821297400987205,0.10294914467064015,0.05999413591152745,1.322808995802794,50.0,-3932000000.0,-0.018549794782280513,1.6358297385790759,0.16703778836627825,10.137513171759748,-2.071654373024236,Low Rate Bull Market
2015,CVX,Chevron,Energy,138477000000.0,4842000000.0,-2877000000.0,4587000000.0,601000000.0,0.0,264540000000.0,152716000000.0,27071000000.0,34430000000.0,25467000000.0,11022000000.0,19456000000.0,29504000000.0,1875000000.0,-2877000000.0,True,,-0.020776013345176456,0.03312463441582356,-0.020776013345176456,0.004340070914303458,0.03003614552502685,0.017339532773871628,-0.01600226935206661,0.1772636789858299,0.10233235049519922,1.3519456551615816,-50.0,-10048000000.0,-0.07256078626775565,4.241552212775234,0.2130606526715628,2.4464,-5.358933333333334,Low Rate Bull Market
2016,CVX,Chevron,Energy,110215000000.0,50894000000.0,-4317000000.0,-497000000.0,476000000.0,201000000.0,260078000000.0,145556000000.0,32490000000.0,29619000000.0,31785000000.0,6988000000.0,12690000000.0,18109000000.0,1873000000.0,-4317000000.0,True,,-0.03916889715555959,-0.00450936805335027,-0.03916889715555959,0.004318831375039695,-0.003414493390859875,-0.0019109651719868654,-0.024246543028206193,0.22321305889142323,0.12492406124316552,0.9318546484190656,-21.47761194029851,-5419000000.0,-0.04916753617928594,-10.0,0.164306128929819,-0.2653497063534437,-2.8932194340630004,Low Rate Bull Market
2017,CVX,Chevron,Energy,134674000000.0,58909000000.0,-441000000.0,9195000000.0,433000000.0,307000000.0,253806000000.0,148124000000.0,30234000000.0,28560000000.0,27737000000.0,4813000000.0,20338000000.0,13404000000.0,1898000000.0,-441000000.0,True,,-0.0032745741568528447,0.06827598497111544,-0.0032745741568528447,0.0032151714510595957,0.062076368448057036,0.03622845795607669,-0.002472555197972617,0.2041127703815722,0.11912247937401008,1.0296715578469193,-1.4364820846905537,6934000000.0,0.05148729524629847,2.2118542686242524,0.0995292335565885,4.8445732349841935,3.6533192834562698,Low Rate Bull Market
2018,CVX,Chevron,Energy,158902000000.0,64324000000.0,4730000000.0,14824000000.0,453000000.0,748000000.0,253863000000.0,154554000000.0,23730000000.0,34021000000.0,27171000000.0,9342000000.0,30618000000.0,13792000000.0,1914000000.0,4730000000.0,True,,0.029766774489937194,0.0932902040251224,0.029766774489937194,0.0028508137090785517,0.09591469648148868,0.05839370053926724,0.026530703820870073,0.15353856904382934,0.09347561480010871,1.2521070258731737,6.323529411764706,16826000000.0,0.1058891643906307,2.0654344306529953,0.08679563504549974,7.745036572622779,8.791013584117032,Low Rate Bull Market
2019,CVX,Chevron,Energy,139865000000.0,59752000000.0,-5483000000.0,2924000000.0,500000000.0,798000000.0,237428000000.0,144213000000.0,18730000000.0,28329000000.0,26530000000.0,6911000000.0,27314000000.0,14116000000.0,1895000000.0,-5483000000.0,True,,-0.03920208772745147,0.02090587352089515,-0.03920208772745147,0.003574875773066886,0.020275564616227384,0.012315312431558199,-0.03364980391916191,0.12987733422090936,0.07888707313375003,1.0678100263852244,-6.870927318295739,13198000000.0,0.09436242090587352,9.341313269493844,0.10092589282522432,1.5430079155672822,6.964643799472295,Low Rate Bull Market
2020,CVX,Chevron,Energy,94471000000.0,42323000000.0,-5700000000.0,-5543000000.0,435000000.0,697000000.0,239790000000.0,131688000000.0,25676000000.0,26078000000.0,22183000000.0,5596000000.0,10577000000.0,8922000000.0,1870000000.0,-5700000000.0,True,,-0.060335976119655764,-0.05867409046162314,-0.060335976119655764,0.004604587651236888,-0.04209191422149323,-0.02311605988573335,-0.03622175338705168,0.19497600388797764,0.10707702573084782,1.175584907361493,-8.17790530846485,1655000000.0,0.017518603592636895,-1.9081724697817066,0.09444168051571382,-2.9641711229946526,0.8850267379679144,COVID Shock
2021,CVX,Chevron,Energy,155606000000.0,63357000000.0,9674000000.0,15625000000.0,268000000.0,712000000.0,239535000000.0,139067000000.0,25676000000.0,33738000000.0,26791000000.0,5640000000.0,29187000000.0,8056000000.0,1920000000.0,9674000000.0,True,,0.06216983920928499,0.10041386578923692,0.06216983920928499,0.0017222986260169916,0.11235591477489268,0.06523055085895589,0.05872176663044864,0.18463042993664924,0.1071910159266913,1.2593034974431712,13.587078651685394,21131000000.0,0.1357981054715114,1.867968,0.05177178257907793,8.138020833333334,11.005729166666667,COVID Rebound
